Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_10_qualimap_bamqc | Cape_Town_4_10	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_10_merged_sorted_dupsMarked.bam	7223169.0	6868965.0	943368252.0	941101379.0	178848.8578	247.0	13.5143	0.0201	1.0256	95.09627976307907
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_13_qualimap_bamqc | Cape_Town_4_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_13_merged_sorted_dupsMarked.bam	6305062.0	5867585.0	755171676.0	753703408.0	79910.2439	148.0	12.4501	0.0173	0.821	93.06149566808384
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_18_qualimap_bamqc | Cape_Town_4_18	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_18_merged_sorted_dupsMarked.bam	10537082.0	4742364.0	599215961.0	597810294.0	113521.7475	182.0	13.2604	0.0225	0.6514	45.00642587767657
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_1_qualimap_bamqc | Cape_Town_4_1	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_1_merged_sorted_dupsMarked.bam	14851419.0	5959243.0	728842445.0	727151935.0	110217.3604	181.0	13.4464	0.0222	0.7924	40.125748253416056
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_2_qualimap_bamqc | Cape_Town_4_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_2_merged_sorted_dupsMarked.bam	6234091.0	5875478.0	770597340.0	769125275.0	95779.0485	164.0	12.9576	0.0173	0.8378	94.24754948235436
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_3_qualimap_bamqc | Cape_Town_4_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_3_merged_sorted_dupsMarked.bam	14859650.0	7298846.0	906824370.0	904878841.0	91249.2589	157.0	13.5997	0.0215	0.9859	49.11855932003782
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_4_qualimap_bamqc | Cape_Town_4_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_4_merged_sorted_dupsMarked.bam	7039598.0	690619.0	45309407.0	45238309.0	43934.7941	20.0	6.8152	0.0171	0.0493	9.810489178501387
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_6_qualimap_bamqc | Cape_Town_4_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_6_merged_sorted_dupsMarked.bam	14816830.0	14122901.0	1870999387.0	1866907732.0	109586.465	164.0	14.2452	0.0222	2.0341	95.3166163072668
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_8_qualimap_bamqc | Cape_Town_4_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_8_merged_sorted_dupsMarked.bam	5895950.0	5429576.0	771773055.0	769848800.0	241678.5805	312.0	13.961	0.0248	0.839	92.08992613573724
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_4_9_qualimap_bamqc | Cape_Town_4_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_4_9_merged_sorted_dupsMarked.bam	14472116.0	12272433.0	1356872295.0	1354759403.0	35382.8221	109.0	11.8618	0.016	1.4751	84.80054333450616
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_12_qualimap_bamqc | Cape_Town_6_12	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_12_merged_sorted_dupsMarked.bam	3955092.0	3189524.0	442659205.0	441652767.0	160590.3198	204.0	12.9978	0.0232	0.4812	80.64348439935152
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_13_qualimap_bamqc | Cape_Town_6_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_13_merged_sorted_dupsMarked.bam	6237788.0	5689396.0	804890050.0	803003565.0	166399.8368	241.0	13.7511	0.0238	0.875	91.20855021042715
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_14_qualimap_bamqc | Cape_Town_6_14	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_14_merged_sorted_dupsMarked.bam	4172182.0	752550.0	64853786.0	64715682.0	74308.0846	112.0	8.3581	0.0225	0.0705	18.037324354498438
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_15_qualimap_bamqc | Cape_Town_6_15	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_15_merged_sorted_dupsMarked.bam	9693679.0	8140010.0	1151488369.0	1148569000.0	156018.4818	219.0	14.0722	0.0234	1.2518	83.9723494041839
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_2_qualimap_bamqc | Cape_Town_6_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_2_merged_sorted_dupsMarked.bam	1972264.0	1598436.0	223283753.0	222730045.0	215967.0916	300.0	11.1176	0.0266	0.2427	81.04574235497884
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_3_qualimap_bamqc | Cape_Town_6_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_3_merged_sorted_dupsMarked.bam	2914415.0	2561182.0	361674142.0	360768953.0	222639.4502	297.0	12.3121	0.0265	0.3932	87.87979748937609
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_5_qualimap_bamqc | Cape_Town_6_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_5_merged_sorted_dupsMarked.bam	3598544.0	3255411.0	461849438.0	460638220.0	213221.3983	272.0	12.9466	0.0262	0.5021	90.46467126704579
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_6_6_qualimap_bamqc | Cape_Town_6_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_6_6_merged_sorted_dupsMarked.bam	5083072.0	4458099.0	618249891.0	616598845.0	172072.5804	215.0	13.4402	0.0252	0.6721	87.70481708698992
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_11_qualimap_bamqc | Cape_Town_7_11	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_11_merged_sorted_dupsMarked.bam	7172767.0	5798351.0	811033836.0	809118761.0	158684.3778	221.0	13.6126	0.0232	0.8817	80.83841284681351
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_12_qualimap_bamqc | Cape_Town_7_12	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_12_merged_sorted_dupsMarked.bam	7014085.0	2375705.0	287739897.0	287115996.0	98806.8754	173.0	12.2667	0.0217	0.3128	33.870490591431384
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_13_qualimap_bamqc | Cape_Town_7_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_13_merged_sorted_dupsMarked.bam	6646761.0	4756516.0	656668781.0	655169881.0	158736.0058	233.0	13.4391	0.0229	0.7139	71.56141164094812
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_14_qualimap_bamqc | Cape_Town_7_14	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_14_merged_sorted_dupsMarked.bam	4904755.0	4731381.0	648239861.0	647004843.0	131748.4012	165.0	12.8246	0.0182	0.7047	96.4651853150667
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_2_qualimap_bamqc | Cape_Town_7_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_2_merged_sorted_dupsMarked.bam	8292218.0	7352280.0	1029374931.0	1026966148.0	127815.0388	192.0	13.8563	0.0223	1.1191	88.66481802576826
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_4_qualimap_bamqc | Cape_Town_7_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_4_merged_sorted_dupsMarked.bam	2224325.0	489568.0	54165105.0	54050929.0	91505.8598	147.0	8.3437	0.0221	0.0589	22.009733289874454
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_5_qualimap_bamqc | Cape_Town_7_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_5_merged_sorted_dupsMarked.bam	10184292.0	9328020.0	1213569679.0	1211213350.0	87857.2314	143.0	13.0178	0.0175	1.3193	91.59222850248206
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_6_qualimap_bamqc | Cape_Town_7_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_6_merged_sorted_dupsMarked.bam	3900347.0	2666069.0	368961737.0	368096729.0	170989.3526	241.0	12.5294	0.0235	0.4011	68.35466177752903
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_7_9_qualimap_bamqc | Cape_Town_7_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_7_9_merged_sorted_dupsMarked.bam	3663601.0	1265237.0	162536543.0	162185828.0	140208.2416	212.0	11.0576	0.0225	0.1767	34.53533831877434
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_11_qualimap_bamqc | Cape_Town_8_11	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_11_merged_sorted_dupsMarked.bam	3969944.0	3743160.0	531917738.0	530616057.0	207250.4726	272.0	13.4694	0.0252	0.5783	94.2874760953807
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_1_qualimap_bamqc | Cape_Town_8_1	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_1_merged_sorted_dupsMarked.bam	7385291.0	4814604.0	624210839.0	623015314.0	97795.9611	170.0	12.7172	0.0172	0.6786	65.19179812955238
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_2_qualimap_bamqc | Cape_Town_8_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_2_merged_sorted_dupsMarked.bam	11509345.0	5528529.0	730246170.0	728483866.0	146358.8817	205.0	14.0225	0.0226	0.7939	48.03513145187671
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_3_qualimap_bamqc | Cape_Town_8_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_3_merged_sorted_dupsMarked.bam	4858814.0	4256760.0	604874650.0	603400042.0	196840.1735	258.0	13.7092	0.0239	0.6576	87.6090338094852
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_4_qualimap_bamqc | Cape_Town_8_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_4_merged_sorted_dupsMarked.bam	4878792.0	4215630.0	599163086.0	597716450.0	246008.1146	302.0	13.5901	0.0244	0.6514	86.40724999139131
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_5_qualimap_bamqc | Cape_Town_8_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_5_merged_sorted_dupsMarked.bam	216676.0	173492.0	22937771.0	22885591.0	123538.258	168.0	5.9361	0.023	0.0249	80.0697816094076
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_6_qualimap_bamqc | Cape_Town_8_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_6_merged_sorted_dupsMarked.bam	15695035.0	13482204.0	1770079177.0	1766615427.0	103615.3563	159.0	13.5645	0.0177	1.9244	85.9010763594984
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_7_qualimap_bamqc | Cape_Town_8_7	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_7_merged_sorted_dupsMarked.bam	7147568.0	4020891.0	542224599.0	540823159.0	214123.8729	264.0	13.2708	0.0246	0.5895	56.25537245675732
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_8_qualimap_bamqc | Cape_Town_8_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_8_merged_sorted_dupsMarked.bam	8367410.0	6879504.0	875741244.0	874169094.0	89887.3534	141.0	12.5207	0.0168	0.9521	82.21784279723356
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_8_9_qualimap_bamqc | Cape_Town_8_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_8_9_merged_sorted_dupsMarked.bam	3520547.0	2979808.0	415267422.0	414303402.0	180781.0377	224.0	12.7626	0.0251	0.4515	84.64048342487688
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_10_qualimap_bamqc | Chrchurch_1_10	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_10_merged_sorted_dupsMarked.bam	260100.0	218536.0	29231695.0	29165341.0	129826.9307	173.0	6.7465	0.0233	0.0318	84.01999231064976
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_11_qualimap_bamqc | Chrchurch_1_11	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_11_merged_sorted_dupsMarked.bam	5478796.0	5298954.0	702215393.0	700879047.0	116383.9745	158.0	12.8936	0.0224	0.7634	96.71749048513578
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_1_qualimap_bamqc | Chrchurch_1_1	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_1_merged_sorted_dupsMarked.bam	62676.0	53002.0	6954072.0	6940027.0	108120.2302	159.0	3.2315	0.0228	0.0076	84.56506477758631
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_3_qualimap_bamqc | Chrchurch_1_3	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_3_merged_sorted_dupsMarked.bam	75593.0	61767.0	8096170.0	8079808.0	104076.8307	160.0	3.4855	0.0225	0.0088	81.70994668818541
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_4_qualimap_bamqc | Chrchurch_1_4	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_4_merged_sorted_dupsMarked.bam	92738.0	74629.0	9799622.0	9778081.0	89818.9323	157.0	3.9686	0.0229	0.0107	80.47294528672172
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_5_qualimap_bamqc | Chrchurch_1_5	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_5_merged_sorted_dupsMarked.bam	5468741.0	5146820.0	709309681.0	707848505.0	167771.8793	201.0	12.5699	0.021	0.7711	94.11343488382427
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_6_qualimap_bamqc | Chrchurch_1_6	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_6_merged_sorted_dupsMarked.bam	174207.0	147661.0	19962957.0	19918753.0	140028.976	188.0	5.5388	0.0233	0.0217	84.76180635680541
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_8_qualimap_bamqc | Chrchurch_1_8	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_8_merged_sorted_dupsMarked.bam	190493.0	169325.0	22889795.0	22839755.0	148713.1586	184.0	5.9156	0.0234	0.0249	88.88778065335734
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_1_9_qualimap_bamqc | Chrchurch_1_9	/home/santang3/scratch/glue/results/bam/final/Chrchurch_1_9_merged_sorted_dupsMarked.bam	14676542.0	14038610.0	1880771685.0	1876670392.0	148159.0909	162.0	12.9913	0.0184	2.0447	95.6533902877122
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_11_qualimap_bamqc | Chrchurch_2_11	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_11_merged_sorted_dupsMarked.bam	58649.0	49398.0	6520732.0	6507764.0	99987.1597	159.0	3.0417	0.0219	0.0071	84.22650002557587
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_12_qualimap_bamqc | Chrchurch_2_12	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_12_merged_sorted_dupsMarked.bam	8181362.0	7876731.0	1054721335.0	1052671895.0	87153.4761	167.0	13.4472	0.0209	1.1466	96.27652461778369
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_15_qualimap_bamqc | Chrchurch_2_15	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_15_merged_sorted_dupsMarked.bam	6958938.0	6285787.0	847272897.0	845626768.0	101210.7867	172.0	13.2232	0.0213	0.9211	90.3268142351606
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_17_qualimap_bamqc | Chrchurch_2_17	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_17_merged_sorted_dupsMarked.bam	4309618.0	4186196.0	558808096.0	557704589.0	114483.3424	156.0	12.2293	0.0182	0.6075	97.13612668222567
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_19_qualimap_bamqc | Chrchurch_2_19	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_19_merged_sorted_dupsMarked.bam	17411548.0	16865633.0	2155405299.0	2151508254.0	75638.5231	143.0	13.4894	0.0208	2.3433	96.86463834232315
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_20_qualimap_bamqc | Chrchurch_2_20	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_20_merged_sorted_dupsMarked.bam	4848514.0	4613834.0	644616511.0	643239560.0	178563.3569	219.0	12.9535	0.0234	0.7008	95.15975410197846
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_3_qualimap_bamqc | Chrchurch_2_3	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_3_merged_sorted_dupsMarked.bam	5709720.0	5394094.0	734002554.0	732510937.0	142012.2551	197.0	13.0996	0.0184	0.798	94.47212823045614
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_5_qualimap_bamqc | Chrchurch_2_5	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_5_merged_sorted_dupsMarked.bam	16624846.0	16093746.0	2200021541.0	2195259110.0	107549.7907	174.0	14.4556	0.0216	2.3918	96.80538394160162
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_7_qualimap_bamqc | Chrchurch_2_7	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_7_merged_sorted_dupsMarked.bam	6764588.0	6314312.0	848184258.0	846387369.0	94016.9782	180.0	13.3868	0.0213	0.9221	93.34363009247569
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_2_8_qualimap_bamqc | Chrchurch_2_8	/home/santang3/scratch/glue/results/bam/final/Chrchurch_2_8_merged_sorted_dupsMarked.bam	15948951.0	15669690.0	2040852784.0	2036802475.0	94704.0342	148.0	13.499	0.0215	2.2187	98.24903217772754
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_10_qualimap_bamqc | Chrchurch_37_10	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_10_merged_sorted_dupsMarked.bam	7572891.0	6493036.0	821649687.0	820037623.0	69579.4099	137.0	12.7314	0.0209	0.8933	85.74051838327
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_12_qualimap_bamqc | Chrchurch_37_12	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_12_merged_sorted_dupsMarked.bam	7648596.0	7492445.0	1035537723.0	1033468187.0	120483.4113	168.0	13.4705	0.0224	1.1258	97.9584357704342
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_13_qualimap_bamqc | Chrchurch_37_13	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_13_merged_sorted_dupsMarked.bam	5254636.0	4712322.0	634718742.0	633389672.0	95876.5698	166.0	13.0065	0.0174	0.69	89.67932317290864
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_19_qualimap_bamqc | Chrchurch_37_19	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_19_merged_sorted_dupsMarked.bam	5554949.0	5280602.0	698959228.0	697635762.0	124630.586	147.0	12.6726	0.0222	0.7599	95.06121478343006
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_1_qualimap_bamqc | Chrchurch_37_1	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_1_merged_sorted_dupsMarked.bam	10904861.0	10288611.0	1236514030.0	1234503687.0	58948.2907	121.0	12.3743	0.0199	1.3443	94.34885048053341
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_21_qualimap_bamqc | Chrchurch_37_21	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_21_merged_sorted_dupsMarked.bam	7428816.0	6617079.0	830881333.0	829297478.0	65506.9208	132.0	12.8797	0.0208	0.9033	89.07313089999806
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_2_qualimap_bamqc | Chrchurch_37_2	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_2_merged_sorted_dupsMarked.bam	10026971.0	9343917.0	1257389123.0	1255079899.0	104371.0948	156.0	13.4111	0.0181	1.367	93.18783309535851
home | santang3 | scratch | glue | results | qc | qualimap | Chrchurch_37_5_qualimap_bamqc | Chrchurch_37_5	/home/santang3/scratch/glue/results/bam/final/Chrchurch_37_5_merged_sorted_dupsMarked.bam	8025548.0	7722639.0	1059642550.0	1057386798.0	118773.5351	167.0	13.4747	0.022	1.152	96.2256907565689
